total_pe,total_kp,total_lp,end_ts,mapping,model_events,network_events,total_events,runtime,events_processed,events_aborted,events_rb,pe_event_ties,eff,send_loc_remote,percent_loc,send_net_remote,percent_net,rb_total,rb_primary,rb_secondary,fc_attempts,num_gvt,net_events,event_rate,events_past_end,event_alloc,memory_alloc,memory_wasted,remote_sends,remote_recvs,pe_struct,kp_struct,lp_struct,lp_model_struct,lp_rngs,total_lp_size,event_struct,event_struct_model,init_time,pq_time,avl_time,lz4_time,buddy_time,event_proc_time,event_cancel_time,event_abort_time,gvt_time,fc_time,primary_rb_time,net_read_time,net_other_time,inst_comp_time,inst_write_time,total_time
10,160,64,600000.00,model defined,1793,16,1808,0.0908,358427,0,277843,0,-244.79,0,0.00,12813,15.90,61416,16417,44999,2050,205,80584,887430.35,434,1809,21402,622,57401,57401,3888,960,960,32,80,1072,976,1744,0.7422,0.0316,0.0038,0.0000,0.0000,0.1252,0.0241,0.0000,0.0784,0.0116,0.0285,0.0184,0.0356,0.0000,0.0000,0.2441
10,160,64,600000.00,model defined,1793,16,1808,0.1308,341556,0,260972,0,-223.85,0,0.00,12813,15.90,58544,15794,42750,1960,196,80584,616208.11,383,1809,21402,622,54921,54921,3888,960,960,32,80,1072,976,1744,0.8302,0.0291,0.0037,0.0000,0.0000,0.1918,0.0432,0.0000,0.1944,0.0112,0.0558,0.0195,0.0635,0.0000,0.0000,0.3515
10,160,64,600000.00,model defined,1793,16,1808,0.0733,325868,0,245284,0,-204.38,0,0.00,12813,15.90,57399,15609,41790,1650,165,80584,1099402.44,240,1809,21402,622,53183,53183,3888,960,960,32,80,1072,976,1744,0.7525,0.0281,0.0034,0.0000,0.0000,0.1115,0.0205,0.0000,0.0506,0.0108,0.0219,0.0162,0.0309,0.0000,0.0000,0.1970
10,160,64,600000.00,model defined,1793,16,1808,0.1001,379446,0,298862,0,-270.87,0,0.00,12813,15.90,64539,16983,47556,2130,213,80584,804705.37,407,1809,21402,622,60131,60131,3888,960,960,32,80,1072,976,1744,0.7868,0.0331,0.0038,0.0000,0.0000,0.1358,0.0254,0.0000,0.0816,0.0134,0.0264,0.0186,0.0375,0.0000,0.0000,0.2692
10,160,64,600000.00,model defined,1793,16,1808,0.4948,1188503,0,1001178,0,-434.46,0,0.00,52711,28.14,162608,57308,105300,5610,561,187325,378558.24,1678,1809,21402,622,696153,696153,3888,960,960,32,80,1072,976,1744,0.7553,0.1116,0.0619,0.0000,0.0000,0.5356,0.1293,0.0000,0.6174,0.0362,0.2776,0.1406,0.4225,0.0000,0.0000,1.3301
10,160,64,600000.00,model defined,1793,16,1808,2.1920,4716980,0,3922610,0,-393.80,0,0.00,244288,30.75,638650,292765,345885,19790,1979,794370,362401.52,450,1809,21402,622,3484822,3484822,3888,960,960,32,80,1072,976,1744,0.7734,0.4361,0.3387,0.0000,0.0000,2.2463,0.5582,0.0000,2.7168,0.1778,1.5633,0.6427,2.1657,0.0000,0.0000,5.8920
10,160,64,600000.00,model defined,1793,16,1808,2.1831,4798996,0,4004626,0,-404.13,0,0.00,244288,30.75,649099,297922,351177,20060,2006,794370,363880.64,393,1809,21402,622,3553124,3553124,3888,960,960,32,80,1072,976,1744,0.7713,0.4527,0.3384,0.0000,0.0000,2.3139,0.5734,0.0000,2.7180,0.1691,1.5434,0.6507,2.1875,0.0000,0.0000,5.8680
10,160,64,600000.00,model defined,1793,16,1808,2.0959,4635083,0,3840713,0,-383.49,0,0.00,244288,30.75,625890,289736,336154,19420,1942,794370,379019.18,345,1809,21402,622,3442856,3442856,3888,960,960,32,80,1072,976,1744,0.7649,0.4272,0.3278,0.0000,0.0000,2.2401,0.5355,0.0000,2.4821,0.1417,1.5536,0.6323,2.1610,0.0000,0.0000,5.6337
10,160,128,600000.00,model defined,3329,16,3344,2.3791,10231784,0,6003463,0,-41.98,0,0.00,531632,12.57,1285144,503112,782032,40120,4012,4228321,1777268.58,435,3345,23190,613,1319130,1319130,3888,960,960,32,80,1072,976,1488,0.7800,0.9423,0.1350,0.0000,0.0000,3.4840,0.6001,0.0000,2.3500,0.4683,0.4718,0.5402,0.7094,0.0000,0.0000,6.3951
10,160,128,600000.00,model defined,3329,16,3344,2.2460,10201736,0,5979662,0,-41.63,0,0.00,530612,12.57,1283534,502612,780922,40050,4005,4222074,1879824.26,538,3345,23190,613,1322256,1322256,3888,960,960,32,80,1072,976,1488,0.7598,0.9159,0.1288,0.0000,0.0000,3.3799,0.5674,0.0000,2.0839,0.4792,0.4779,0.5192,0.6685,0.0000,0.0000,6.0373
10,160,128,600000.00,model defined,3329,16,3344,2.4894,10380069,0,6157995,0,-45.85,0,0.00,530612,12.57,1312180,510009,802171,40710,4071,4222074,1696045.25,446,3345,23190,613,1353632,1353632,3888,960,960,32,80,1072,976,1488,0.7549,0.9420,0.1316,0.0000,0.0000,3.5725,0.5877,0.0000,2.8996,0.5046,0.5375,0.5366,0.6949,0.0000,0.0000,6.6914
10,160,128,600000.00,model defined,3329,16,3344,2.2771,10312617,0,6086272,0,-44.01,0,0.00,531421,12.57,1302872,508349,794523,40450,4045,4226345,1856024.08,501,3345,23190,613,1345441,1345441,3888,960,960,32,80,1072,976,1488,0.7780,0.8925,0.1256,0.0000,0.0000,3.4143,0.5579,0.0000,2.3197,0.4895,0.4697,0.5579,0.6698,0.0000,0.0000,6.1209
10,160,128,600000.00,model defined,3329,16,3344,2.2668,10188678,0,6009163,0,-43.78,0,0.00,522480,12.50,1282718,499858,782860,39960,3996,4179515,1843786.27,499,3345,23190,613,1321470,1321470,3888,960,960,32,80,1072,976,1488,0.7703,0.9032,0.1259,0.0000,0.0000,3.3868,0.5626,0.0000,2.2941,0.4851,0.4635,0.5157,0.6715,0.0000,0.0000,6.0932
10,160,128,600000.00,model defined,3329,16,3344,2.4216,10316947,0,6090179,0,-44.09,0,0.00,531504,12.57,1295353,505050,790303,40500,4050,4226768,1745453.70,554,3345,23190,613,1326702,1326702,3888,960,960,32,80,1072,976,1488,0.7941,0.9177,0.1290,0.0000,0.0000,3.6276,0.6279,0.0000,2.5823,0.5269,0.5092,0.5263,0.6982,0.0000,0.0000,6.5093
