10,160,2028,60000.00,model defined,471969,16,51984,0.3587,915550,0,150521,0,80.32,0,0.00,117517,15.36,57813,27461,30352,3620,362,765029,2132847.68,1721,471985,704469,327,192219,192219,3888,960,960,96,80,1136,976,1488,3.3869,0.0923,0.0184,0.0000,0.0000,0.6201,0.0203,0.0000,0.4278,0.1059,0.0275,0.0616,0.0890,0.0000,0.0000,0.9642
10,160,2028,60000.00,model defined,471969,16,51984,4.2795,9105460,0,1428161,0,81.40,0,0.00,1171922,15.26,536423,261814,274609,35720,3572,7677299,1793976.06,2195,471985,704469,327,1864174,1864174,3888,960,960,96,80,1136,976,1488,3.3060,1.0802,0.2680,0.0000,0.0000,7.3063,0.2680,0.0000,4.8554,1.2826,0.3486,0.7806,1.1057,0.0000,0.0000,11.5033
10,160,2028,60000.00,model defined,471969,16,51984,11.3559,18398508,0,3040163,0,80.21,0,0.00,2344593,15.27,1081607,530179,551428,71910,7191,15358345,1352451.42,5041,471985,704469,327,3761555,3761555,3888,960,960,96,80,1136,976,1488,3.3716,2.4513,0.9395,0.0000,0.0000,19.0180,0.7385,0.0000,14.7142,3.3225,1.0034,2.3117,2.9650,0.0000,0.0000,30.5248
10,160,2028,60000.00,model defined,471969,16,51984,17.2389,27298933,0,4260302,0,81.51,0,0.00,3516560,15.26,1500559,750985,749574,106670,10667,23038631,1336433.94,4663,471985,704469,327,5332836,5332836,3888,960,960,96,80,1136,976,1488,3.3163,4.0460,1.5370,0.0000,0.0000,28.4134,0.9586,0.0000,21.1995,5.4960,1.3417,3.5152,4.1340,0.0000,0.0000,46.3382
10,160,2028,60000.00,model defined,471969,16,51984,23.5167,35681965,0,4959613,0,83.86,0,0.00,4689593,15.26,1782260,999890,782370,139430,13943,30722352,1306404.69,8125,471985,704469,327,6843375,6843375,3888,960,960,96,80,1136,976,1488,3.3563,5.7553,2.2285,0.0000,0.0000,38.9712,0.9829,0.0000,26.7658,7.5395,1.7999,4.8822,5.3116,0.0000,0.0000,63.2130
10,160,2028,60000.00,model defined,471969,16,51984,30.9509,45252097,0,6846388,0,82.17,0,0.00,5864123,15.27,2417723,1231553,1186170,176790,17679,38405709,1240860.88,8190,471985,704469,327,8730417,8730417,3888,960,960,96,80,1136,976,1488,3.6635,8.1703,2.9957,0.0000,0.0000,50.2879,1.5079,0.0000,31.0798,9.5254,2.1967,6.4083,6.8857,0.0000,0.0000,83.1960
10,160,2028,60000.00,model defined,471969,16,51984,36.4282,52948385,0,6862850,0,85.11,0,0.00,7035824,15.27,2527523,1338101,1189422,206940,20694,46085535,1265106.92,11389,471985,704469,327,10134744,10134744,3888,960,960,96,80,1136,976,1488,3.3038,9.8422,3.7781,0.0000,0.0000,60.1431,1.5910,0.0000,38.3763,11.6598,2.4799,7.6987,8.0632,0.0000,0.0000,97.9190
10,160,2028,60000.00,model defined,471969,16,51984,43.3919,61157146,0,7388715,0,86.26,0,0.00,8209523,15.27,2654545,1628213,1026332,238930,23893,53768431,1239136.01,12677,471985,704469,327,11440891,11440891,3888,960,960,96,80,1136,976,1488,3.2974,11.9204,4.7303,0.0000,0.0000,73.3624,1.4528,0.0000,51.0723,14.6816,3.2756,9.6305,9.4039,0.0000,0.0000,116.6375
10,160,2028,60000.00,model defined,471969,16,51984,48.9393,68044703,0,6601295,0,89.26,0,0.00,9381319,15.27,2471450,1637086,834364,265850,26585,61443408,1255503.59,15255,471985,704469,327,12363669,12363669,3888,960,960,96,80,1136,976,1488,3.2781,13.9122,5.4695,0.0000,0.0000,83.8479,1.1615,0.0000,56.1270,17.0115,3.1087,10.9197,9.8926,0.0000,0.0000,131.5488
10,160,2028,60000.00,model defined,471969,16,51984,57.0359,76800695,0,7701584,0,88.85,0,0.00,10550317,15.27,2901432,1908212,993220,300050,30005,69099111,1211501.16,16379,471985,704469,327,14304613,14304613,3888,960,960,96,80,1136,976,1488,3.3110,16.3634,6.5182,0.0000,0.0000,96.5037,1.5831,0.0000,65.8334,19.8678,3.8354,12.7604,11.8138,0.0000,0.0000,153.3128
10,160,2028,60000.00,model defined,471969,16,51984,64.1061,87297710,0,10940895,0,85.67,0,0.00,11598050,15.19,4160189,2354510,1805679,341050,34105,76356815,1191099.74,20749,471985,704469,327,16763828,16763828,3888,960,960,96,80,1136,976,1488,3.3033,18.3926,7.3832,0.0000,0.0000,108.4716,2.5456,0.0000,69.5479,21.4260,4.4886,14.0429,13.4249,0.0000,0.0000,172.3175
10,160,2028,60000.00,model defined,471969,16,51984,3.7254,8919773,0,1242474,0,83.82,0,0.00,1171922,15.26,488123,247678,240445,34940,3494,7677299,2060785.85,2015,471985,704469,327,1774030,1774030,3888,960,960,96,80,1136,976,1488,3.3181,1.0176,0.2059,0.0000,0.0000,6.5512,0.1580,0.0000,3.6942,1.1331,0.2415,0.6520,0.8812,0.0000,0.0000,10.0140
10,160,2028,60000.00,model defined,471969,16,51984,9.5751,18161694,0,2803349,0,81.75,0,0.00,2344593,15.27,1029456,515990,513466,70980,7098,15358345,1603991.80,5742,471985,704469,327,3674225,3674225,3888,960,960,96,80,1136,976,1488,3.3534,2.4268,0.6942,0.0000,0.0000,15.6573,0.5272,0.0000,9.1567,2.8673,0.7007,1.7637,2.3520,0.0000,0.0000,25.7379
10,160,2028,60000.00,model defined,471969,16,51984,17.3442,27387683,0,4349052,0,81.12,0,0.00,3516560,15.26,1527132,760018,767114,107040,10704,23038631,1328318.04,5252,471985,704469,327,5380366,5380366,3888,960,960,96,80,1136,976,1488,3.3855,4.1623,1.5271,0.0000,0.0000,28.3449,0.9849,0.0000,19.7190,5.3819,1.3897,3.4985,4.2117,0.0000,0.0000,46.6214
10,160,2028,60000.00,model defined,471969,16,51984,23.3985,35451046,0,4728694,0,84.61,0,0.00,4689593,15.26,1726640,982215,744425,138570,13857,30722352,1313006.93,8812,471985,704469,327,6751473,6751473,3888,960,960,96,80,1136,976,1488,3.3065,5.8897,2.1883,0.0000,0.0000,39.3076,0.9159,0.0000,25.8256,7.7038,1.8112,4.8675,5.3607,0.0000,0.0000,62.8953
10,160,2028,60000.00,model defined,471969,16,51984,29.3248,44949929,0,6544220,0,82.96,0,0.00,5864123,15.27,2365670,1211473,1154197,175650,17565,38405709,1309668.27,8566,471985,704469,327,8629451,8629451,3888,960,960,96,80,1136,976,1488,3.3056,7.4943,2.9438,0.0000,0.0000,48.9255,1.4235,0.0000,35.2497,9.5525,2.1770,6.2722,6.7183,0.0000,0.0000,78.8252
