total_pe,total_kp,total_lp,end_ts,mapping,model_events,network_events,total_events,runtime,events_processed,events_aborted,events_rb,pe_event_ties,eff,send_loc_remote,percent_loc,send_net_remote,percent_net,rb_total,rb_primary,rb_secondary,fc_attempts,num_gvt,net_events,event_rate,events_past_end,event_alloc,memory_alloc,memory_wasted,remote_sends,remote_recvs,pe_struct,kp_struct,lp_struct,lp_model_struct,lp_rngs,total_lp_size,event_struct,event_struct_model,init_time,pq_time,avl_time,lz4_time,buddy_time,event_proc_time,event_cancel_time,event_abort_time,gvt_time,fc_time,primary_rb_time,net_read_time,net_other_time,inst_comp_time,inst_write_time,total_time
10,160,2028,60000.00,model defined,351969,16,51984,0.2097,472824,0,73837,0,81.49,0,0.00,66174,16.59,29306,13468,15838,1900,190,398987,1902737.84,1401,351985,530094,327,102450,102450,3888,960,960,96,80,1136,976,1488,2.7250,0.0459,0.0093,0.0000,0.0000,0.3905,0.0099,0.0000,0.2357,0.0551,0.0132,0.0315,0.0488,0.0000,0.0000,0.5636
10,160,2028,60000.00,model defined,351969,16,51984,2.2319,4820479,0,739593,0,81.88,0,0.00,687750,16.85,275962,132688,143274,18880,1888,4080886,1828423.57,2203,351985,530094,327,1047632,1047632,3888,960,960,96,80,1136,976,1488,2.7987,0.4724,0.1123,0.0000,0.0000,4.0639,0.0985,0.0000,2.5434,0.5783,0.1428,0.3497,0.5123,0.0000,0.0000,5.9994
10,160,2028,60000.00,model defined,351969,16,51984,5.2630,9944457,0,1502676,0,82.20,0,0.00,1478476,17.51,551079,285136,265943,38930,3893,8441781,1603987.73,3345,351985,530094,327,2198556,2198556,3888,960,960,96,80,1136,976,1488,2.8189,1.1330,0.3418,0.0000,0.0000,9.4481,0.1987,0.0000,5.3863,1.4646,0.3536,0.8850,1.1828,0.0000,0.0000,14.1469
10,160,2028,60000.00,model defined,351969,16,51984,12.7809,16293419,0,3702871,0,70.59,0,0.00,2208920,17.54,1266992,584921,682071,63700,6370,12590548,985105.83,5519,351985,530094,327,3925236,3925236,3888,960,960,96,80,1136,976,1488,3.2527,2.3894,1.0451,0.0000,0.0000,21.6883,0.9177,0.0000,16.8711,3.0464,1.2576,2.4018,3.1011,0.0000,0.0000,34.3549
10,160,2028,60000.00,model defined,351969,16,51984,19.1963,22579097,0,6662631,0,58.14,0,0.00,2679210,16.83,2242072,994282,1247790,88260,8826,15916466,829141.26,9420,351985,530094,327,5471688,5471688,3888,960,960,96,80,1136,976,1488,2.8077,3.8540,1.4880,0.0000,0.0000,32.2442,1.6040,0.0000,23.2940,4.3698,1.9453,3.5175,4.4070,0.0000,0.0000,51.5995
10,160,2028,60000.00,model defined,351969,16,51984,20.7699,24673112,0,7443064,0,56.80,0,0.00,2746506,15.94,2475166,1094998,1380168,96440,9644,17230048,829568.01,7899,351985,530094,327,5501604,5501604,3888,960,960,96,80,1136,976,1488,2.7787,4.2320,1.5188,0.0000,0.0000,35.3312,1.7714,0.0000,24.3842,4.7697,2.0401,3.7554,4.3061,0.0000,0.0000,55.8292
10,160,2028,60000.00,model defined,351969,16,51984,21.6583,25667634,0,7680898,0,57.30,0,0.00,2770998,15.41,2524598,1124093,1400505,100350,10035,17986736,830477.43,8348,351985,530094,327,5531832,5531832,3888,960,960,96,80,1136,976,1488,2.7934,4.4778,1.5784,0.0000,0.0000,37.0866,1.7830,0.0000,24.9677,5.0207,2.0918,3.9313,4.3589,0.0000,0.0000,58.2173
10,160,2028,60000.00,model defined,351969,16,51984,21.9030,26394942,0,7826336,0,57.85,0,0.00,2764794,14.89,2554381,1143600,1410781,103130,10313,18568606,847767.32,8664,351985,530094,327,5508590,5508590,3888,960,960,96,80,1136,976,1488,3.0399,4.5103,1.5980,0.0000,0.0000,37.4569,1.7860,0.0000,26.5179,5.2156,2.1200,3.9262,4.3700,0.0000,0.0000,58.8749
10,160,2028,60000.00,model defined,351969,16,51984,22.2639,27005641,0,7574204,0,61.02,0,0.00,2836125,14.60,2501650,1149625,1352025,105560,10556,19431437,872778.95,8218,351985,530094,327,5478873,5478873,3888,960,960,96,80,1136,976,1488,2.8413,4.8551,1.6183,0.0000,0.0000,38.0883,1.6967,0.0000,23.6492,5.2558,2.1732,3.9291,4.3413,0.0000,0.0000,59.8450
10,160,2028,60000.00,model defined,351969,16,51984,21.5889,27212804,0,7725685,0,60.35,0,0.00,2722850,13.97,2474528,1126055,1348473,106370,10637,19487119,902644.42,7885,351985,530094,327,5314764,5314764,3888,960,960,96,80,1136,976,1488,2.7717,4.5875,1.5853,0.0000,0.0000,37.2269,1.7762,0.0000,26.6477,5.3198,2.2318,3.8369,4.2626,0.0000,0.0000,58.0308
10,160,2028,60000.00,model defined,351969,16,51984,21.7818,27634317,0,7351754,0,63.75,0,0.00,2783778,13.72,2373925,1100288,1273637,108000,10800,20282563,931169.94,8602,351985,530094,327,5262144,5262144,3888,960,960,96,80,1136,976,1488,2.7731,4.7762,1.5708,0.0000,0.0000,37.4926,1.6888,0.0000,25.6478,5.4957,2.1163,3.9496,4.0915,0.0000,0.0000,58.5493
